artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename,SAG
Francisco Goya,,capriccio,479.0,731.0,32236.0,wikipedia,낭만주의,Witches Ready to Fly,train_and_test,False,3304.jpg,Romanticism||Francisco Goya||capriccio
Angel Planells,1936.0,symbolic painting,800.0,618.0,115609.0,wikiart,초현실주의,El somni viatja,test_only,False,74448.jpg,Surrealism||Angel Planells||symbolic painting
Vasily Surikov,,sketch and study,1696.0,569.0,302211.0,wikiart,사실주의,"Study to ""Boyarynya Morozova""",train_and_test,False,90322.jpg,Realism||Vasily Surikov||sketch and study
Viktor Vasnetsov,1912.0,portrait,512.0,805.0,31324.0,wikiart,사실주의,Portrait of Olga Poletayeva,train_and_test,False,488.jpg,Realism||Viktor Vasnetsov||portrait
Vladimir Makovsky,1882,genre painting,731.0,1000.0,208174.0,wikiart,사실주의,Two ukrainians,train_and_test,False,45373.jpg,Realism||Vladimir Makovsky||genre painting
Tom Roberts,1894.0,landscape,1280.0,901.0,526372.0,wikiart,인상주의,"Shearing Shed, Newstead",test_only,False,4144.jpg,Impressionism||Tom Roberts||landscape
Nicholas Roerich,1909,design,610.0,1324.0,165541.0,wikiart,아르누보,Captive,train_and_test,False,63065.jpg,Art Nouveau (Modern)||Nicholas Roerich||design
Pierre-Auguste Renoir,,landscape,1022.0,937.0,279106.0,wikiart,인상주의,Landscape near Cagnes,train_and_test,False,25149.jpg,Impressionism||Pierre-Auguste Renoir||landscape
William Turner,,marina,1147.0,846.0,1155671.0,wikiart,낭만주의,"Tabley, the Seat of Sir J.F. Leicester Bt.: Windy Day ",train_and_test,False,5168.jpg,Romanticism||William Turner||marina
Edgar Degas,c.1878,genre painting,2024.0,2898.0,530602.0,wikiart,인상주의,The Star (Dancer on Stage),train_and_test,False,86120.jpg,Impressionism||Edgar Degas||genre painting
Rene Magritte,1959,symbolic painting,1032.0,810.0,124977.0,wikiart,초현실주의,The glass key,train_and_test,False,29831.jpg,Surrealism||Rene Magritte||symbolic painting
Albrecht Durer,c.1503,animal painting,1024.0,1385.0,401003.0,wikiart,북부 르네상스,Head of a Stag,train_and_test,False,52500.jpg,Northern Renaissance||Albrecht Durer||animal painting
Albrecht Durer,1526,religious painting,1000.0,2774.0,212883.0,wikiart,북부 르네상스,"The Four Apostles left part, St. John's and St Peter ",train_and_test,False,99868.jpg,Northern Renaissance||Albrecht Durer||religious painting
William James Glackens,1912,genre painting,960.0,819.0,538705.0,wikiart,인상주의,Parade,train_and_test,False,50022.jpg,Impressionism||William James Glackens||genre painting
Tom Scott,1913.0,landscape,394.0,471.0,34262.0,wikiart,사실주의,Watering the horses ,test_only,False,30559.jpg,Realism||Tom Scott||landscape
Philip Wilson Steer,c.1889,genre painting,512.0,425.0,37899.0,wikiart,인상주의,Southwold,train_and_test,False,89181.jpg,Impressionism||Philip Wilson Steer||genre painting
Fyodor Vasilyev,1873.0,landscape,1000.0,667.0,149708.0,wikiart,사실주의,Dawn,train_and_test,False,46319.jpg,Realism||Fyodor Vasilyev||landscape
Dmitry Levitzky,,portrait,530.0,670.0,41924.0,wikiart,로코코 양식,Natalia Melgunova,train_and_test,False,58683.jpg,Rococo||Dmitry Levitzky||portrait
Marie Laurencin,1927.0,genre painting,607.0,800.0,132749.0,wikiart,표현주의,The Kiss,test_only,False,97094.jpg,Expressionism||Marie Laurencin||genre painting
Pierre-Auguste Renoir,1877,portrait,793.0,1248.0,207536.0,wikipedia,인상주의,The page,train_and_test,False,96672.jpg,Impressionism||Pierre-Auguste Renoir||portrait
Thomas Cole,1844,landscape,1092.0,780.0,195609.0,wikiart,낭만주의,The Old Mill at Sunset,train_and_test,False,27757.jpg,Romanticism||Thomas Cole||landscape
William Turner,1840,marina,1238.0,933.0,169481.0,wikiart,낭만주의,"Sunrise, with a Boat between Headlands",train_and_test,False,16912.jpg,Romanticism||William Turner||marina
Amedeo Modigliani,1917,nude painting (nu),3200.0,2065.0,512481.0,wikiart,표현주의,Reclining nude with folded arms behind her head,train_and_test,False,28610.jpg,Expressionism||Amedeo Modigliani||nude painting (nu)
Mykola Pymonenko,,genre painting,800.0,502.0,129366.0,wikipedia,낭만주의,Haymaking,test_only,False,13236.jpg,Romanticism||Mykola Pymonenko||genre painting
Nikolay Bogdanov-Belsky,,portrait,396.0,500.0,85390.0,wikiart,사실주의,Ma'dchen in Russian costume,train_and_test,False,103188.jpg,Realism||Nikolay Bogdanov-Belsky||portrait
Ferdinand Hodler,1910,landscape,4812.0,3570.0,10304087.0,wikipedia,아르누보,"Thun, Stockhornkette",train_and_test,False,13495.jpg,Art Nouveau (Modern)||Ferdinand Hodler||landscape
Hugo van der Goes,1478,religious painting,4096.0,1745.0,878803.0,wikiart,북부 르네상스,Portinari Triptych,train_and_test,False,7150.jpg,Northern Renaissance||Hugo van der Goes||religious painting
Thomas Eakins,1874,genre painting,708.0,1074.0,193997.0,wikipedia,사실주의,John Biglin in a Single Scull,train_and_test,False,33504.jpg,Realism||Thomas Eakins||genre painting
Marc Chagall,1967,genre painting,608.0,768.0,617379.0,wikiart,초현실주의,Couple of peasants,train_and_test,False,35994.jpg,Surrealism||Marc Chagall||genre painting
Egon Schiele,1911,portrait,673.0,1021.0,155560.0,wikiart,표현주의,Three Girls,train_and_test,False,64405.jpg,Expressionism||Egon Schiele||portrait
Thomas Eakins,1870,portrait,939.0,1200.0,250696.0,wikiart,사실주의,Carmelita Requena,train_and_test,False,4580.jpg,Realism||Thomas Eakins||portrait
Eugene Boudin,,genre painting,2060.0,1220.0,2035766.0,wikiart,인상주의,Bathing time at Deauville,train_and_test,False,38632.jpg,Impressionism||Eugene Boudin||genre painting
Camille Corot,c.1840,landscape,1130.0,906.0,161538.0,wikiart,사실주의,Ville d'Avray the Chemin de Corot,train_and_test,False,58935.jpg,Realism||Camille Corot||landscape
Lucian Freud,1974,portrait,1399.0,1571.0,287689.0,wikiart,표현주의,Ali,train_and_test,False,101215.jpg,Expressionism||Lucian Freud||portrait
Salvador Dali,1936,landscape,1240.0,1600.0,831736.0,wikiart,초현실주의,Sun Table,train_and_test,False,67745.jpg,Surrealism||Salvador Dali||landscape
Arthur Rackham,,illustration,599.0,833.0,142140.0,wikiart,아르누보,Сover,train_and_test,False,25459.jpg,Art Nouveau (Modern)||Arthur Rackham||illustration
Koloman Moser,1904,illustration,2292.0,2268.0,2573911.0,wikiart,아르누보,Picture book for the niece of Ditha Mautner von Markhof,train_and_test,False,17433.jpg,Art Nouveau (Modern)||Koloman Moser||illustration
James Tissot,c.1882,genre painting,2424.0,1730.0,971132.0,wikiart,사실주의,The Garden Bench,train_and_test,False,27943.jpg,Realism||James Tissot||genre painting
David Cox,1833.0,landscape,1272.0,882.0,461445.0,wikiart,낭만주의,The Hayfield ,train_and_test,False,56564.jpg,Romanticism||David Cox||landscape
Horace Trenerry,1930.0,landscape,505.0,424.0,45820.0,wikiart,인상주의,"Hawker, Flinders Ranges",train_and_test,False,86537.jpg,Impressionism||Horace Trenerry||landscape
Henry Raeburn,1822,portrait,500.0,598.0,182206.0,wikipedia,낭만주의,Portrait of Sir Walter Scott,train_and_test,False,96120.jpg,Romanticism||Henry Raeburn||portrait
T. C. Steele,1893,landscape,1019.0,701.0,154150.0,wikiart,인상주의,November's Harmony,train_and_test,False,52684.jpg,Impressionism||T. C. Steele||landscape
Ernst Ludwig Kirchner,,nude painting (nu),580.0,773.0,487248.0,wikiart,표현주의,Standing Female Nude in Frot of a Tent,train_and_test,False,73121.jpg,Expressionism||Ernst Ludwig Kirchner||nude painting (nu)
Jan Matejko,,history painting,800.0,324.0,78213.0,wikiart,낭만주의,Ivan the Terrible,train_and_test,False,87785.jpg,Romanticism||Jan Matejko||history painting
Ivan Aivazovsky,1843,marina,1071.0,672.0,104621.0,wikiart,낭만주의,The Shipwreck,train_and_test,False,85775.jpg,Romanticism||Ivan Aivazovsky||marina
Zdislav Beksinski,,symbolic painting,1433.0,1748.0,674919.0,wikiart,초현실주의,Untitled,train_and_test,False,42331.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Childe Hassam,1899,landscape,1032.0,1024.0,1499558.0,wikiart,인상주의,Gloucester,train_and_test,False,59101.jpg,Impressionism||Childe Hassam||landscape
Berthe Morisot,1886,portrait,869.0,1108.0,262205.0,wikiart,인상주의,Little Girl with a Blue Jersey,train_and_test,False,53303.jpg,Impressionism||Berthe Morisot||portrait
Dante Gabriel Rossetti,1858,literary painting,800.0,932.0,1260981.0,wikiart,낭만주의,Hamlet and Ophelia,train_and_test,False,97168.jpg,Romanticism||Dante Gabriel Rossetti||literary painting
Pierre-Auguste Renoir,1909,flower painting,900.0,1086.0,249674.0,wikiart,인상주의,Anemones,train_and_test,False,48950.jpg,Impressionism||Pierre-Auguste Renoir||flower painting
Maurice Prendergast,c.1897,genre painting,1104.0,695.0,211278.0,wikiart,인상주의,South Boston Pier,train_and_test,False,51012.jpg,Impressionism||Maurice Prendergast||genre painting
Diego Velazquez,1627,portrait,652.0,1313.0,95216.0,wikiart,바로크 양식,Philip IV of Spain,train_and_test,False,98281.jpg,Baroque||Diego Velazquez||portrait
Ferdinand Georg Waldmüller,1862,landscape,1280.0,856.0,230716.0,wikipedia,낭만주의,Mountain landscape with vineyard ,train_and_test,False,40863.jpg,Romanticism||Ferdinand Georg Waldmüller||landscape
Vladimir Borovikovsky,1797,portrait,3202.0,4000.0,9555960.0,wikiart,로코코 양식,Portrait of M.I.Lopukhina,train_and_test,False,54079.jpg,Rococo||Vladimir Borovikovsky||portrait
Ivan Bilibin,1900.0,illustration,2550.0,3509.0,1915678.0,wikiart,아르누보,"Illustration for the Russian Fairy Story ""Maria Morevna""",train_and_test,False,54739.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Camille Pissarro,1879,landscape,1241.0,1024.0,372222.0,wikiart,인상주의,"Cottages at Auvers, near Pontoise",train_and_test,False,72936.jpg,Impressionism||Camille Pissarro||landscape
Lucian Freud,1991,portrait,799.0,1092.0,132585.0,wikiart,표현주의,Woman in a Butterfly Jersey,train_and_test,False,16575.jpg,Expressionism||Lucian Freud||portrait
Heorhiy Narbut,1917.0,illustration,399.0,600.0,92327.0,wikiart,아르누보,Sheet 'M' from the album 'Ukrainian alphabet',train_and_test,False,3818.jpg,Art Nouveau (Modern)||Heorhiy Narbut||illustration
Bernardo Bellotto,1778,cityscape,500.0,351.0,72164.0,wikiart,로코코 양식,Bridgettine Church and Arsenal,train_and_test,False,41358.jpg,Rococo||Bernardo Bellotto||cityscape
Leon Bakst,1910.0,design,700.0,1180.0,161705.0,wikiart,아르누보,Scheherazade shah shahriar  ,train_and_test,False,66041.jpg,Art Nouveau (Modern)||Leon Bakst||design
Howard Pyle,,illustration,690.0,910.0,288996.0,wikiart,낭만주의,Otto of the Silver Hand  13,train_and_test,False,13823.jpg,Romanticism||Howard Pyle||illustration
Alfred Sisley,1875,landscape,1011.0,832.0,313409.0,wikiart,인상주의,Cow Pasture near Louveciennes,train_and_test,False,73427.jpg,Impressionism||Alfred Sisley||landscape
Alfred Sisley,1876,cityscape,932.0,702.0,161820.0,wikiart,인상주의,A Path in Louveciennes,train_and_test,False,94457.jpg,Impressionism||Alfred Sisley||cityscape
Eugene Boudin,1873,landscape,937.0,566.0,145370.0,wikiart,인상주의,"Camaret, the Jetty",train_and_test,False,8351.jpg,Impressionism||Eugene Boudin||landscape
Tom Roberts,1894.0,genre painting,1280.0,838.0,425999.0,wikipedia,인상주의,The Golden Fleece ,test_only,False,45114.jpg,Impressionism||Tom Roberts||genre painting
Maurice Quentin de La Tour,,portrait,1158.0,1369.0,226024.0,wikipedia,로코코 양식,Jean Charles Garnier d'Isle,train_and_test,False,95040.jpg,Rococo||Maurice Quentin de La Tour||portrait
Ivan Aivazovsky,1877,marina,1732.0,1400.0,285962.0,wikiart,낭만주의,Battle of steamship Vesta and Turkish ironclad,train_and_test,False,23472.jpg,Romanticism||Ivan Aivazovsky||marina
Valentin Serov,1911.0,portrait,785.0,1000.0,68983.0,wikiart,사실주의,Portrait of Vladimir Girshman ,train_and_test,False,32632.jpg,Realism||Valentin Serov||portrait
Rene Magritte,1926,symbolic painting,1028.0,1583.0,332952.0,wikiart,초현실주의,Popular panorama,train_and_test,False,67197.jpg,Surrealism||Rene Magritte||symbolic painting
Rembrandt,1633,religious painting,750.0,1006.0,310388.0,wikiart,바로크 양식,Joseph`s coat brought to Jacob,train_and_test,False,37977.jpg,Baroque||Rembrandt||religious painting
Thomas Eakins,,sketch and study,1907.0,2643.0,1235596.0,wikiart,사실주의,Man in Turban ,train_and_test,False,65811.jpg,Realism||Thomas Eakins||sketch and study
Vladimir Makovsky,1886,genre painting,1000.0,775.0,239766.0,wikiart,사실주의,Prayer service at the farm in Ukraine,train_and_test,False,98160.jpg,Realism||Vladimir Makovsky||genre painting
Amedeo Modigliani,1917,nude painting (nu),1576.0,2573.0,344601.0,wikiart,표현주의,Seated Nude,train_and_test,False,91604.jpg,Expressionism||Amedeo Modigliani||nude painting (nu)
Mstislav Dobuzhinsky,1908,cityscape,444.0,640.0,109646.0,wikiart,아르누보,Bridge in London,train_and_test,False,43630.jpg,Art Nouveau (Modern)||Mstislav Dobuzhinsky||cityscape
Gustave Caillebotte,1886,landscape,711.0,587.0,101899.0,wikiart,인상주의,Meadow Bridge at Argenteuil,train_and_test,False,66871.jpg,Impressionism||Gustave Caillebotte||landscape
Thomas Eakins,1910,portrait,512.0,622.0,31596.0,wikiart,사실주의,Ernest Lee Parker ,train_and_test,False,78251.jpg,Realism||Thomas Eakins||portrait
Matthias Grünewald,c.1511,religious painting,1576.0,3762.0,379307.0,wikiart,북부 르네상스,Heller Altarpiece (detail),train_and_test,False,79305.jpg,Northern Renaissance||Matthias Grünewald||religious painting
Henry Herbert La Thangue,1904.0,genre painting,588.0,685.0,104499.0,wikiart,인상주의,A Sussex Farm,train_and_test,False,39938.jpg,Impressionism||Henry Herbert La Thangue||genre painting
John Singer Sargent,c.1878,portrait,816.0,1032.0,190428.0,wikiart,사실주의,Head of an Italian Woman,train_and_test,False,11504.jpg,Realism||John Singer Sargent||portrait
Henry Ossawa Tanner,1896,religious painting,1280.0,1023.0,498524.0,wikiart,사실주의,The Resurrection of Lazarus ,train_and_test,False,6188.jpg,Realism||Henry Ossawa Tanner||religious painting
Andre Masson,1935.0,landscape,500.0,379.0,65270.0,wikiart,초현실주의,Pupae to Toledo ,test_only,False,26212.jpg,Surrealism||Andre Masson||landscape
Homer Watson,,landscape,700.0,472.0,104441.0,wikiart,사실주의,Before the Storm,train_and_test,False,25260.jpg,Realism||Homer Watson||landscape
Louay Kayyali,1971.0,genre painting,612.0,512.0,244725.0,wikiart,표현주의,The Laundrette,test_only,False,39392.jpg,Expressionism||Louay Kayyali||genre painting
Isaac Levitan,1899,landscape,892.0,1000.0,212250.0,wikiart,인상주의,Autumn forest,train_and_test,False,70784.jpg,Impressionism||Isaac Levitan||landscape
Winslow Homer,,genre painting,700.0,445.0,265693.0,wikiart,사실주의,Game of Croquet,train_and_test,False,53806.jpg,Realism||Winslow Homer||genre painting
John Singer Sargent,1918,sketch and study,1000.0,779.0,145652.0,wikiart,사실주의,"Heads, Hands, and Figure (also known as Studies for Gassed)",train_and_test,False,91242.jpg,Realism||John Singer Sargent||sketch and study
Dorothy Lathrop,1920.0,illustration,736.0,1000.0,267882.0,wikiart,아르누보,‘Mopsa The Fairy’ by Jean Ingelow ,train_and_test,False,78965.jpg,Art Nouveau (Modern)||Dorothy Lathrop||illustration
Lucas Cranach the Elder,1532,portrait,404.0,601.0,46501.0,wikiart,북부 르네상스,Johann Friedrich von Sachsen,train_and_test,False,28021.jpg,Northern Renaissance||Lucas Cranach the Elder||portrait
Rene Magritte,1935,symbolic painting,1118.0,1428.0,366517.0,wikiart,초현실주의,The red model,train_and_test,False,64032.jpg,Surrealism||Rene Magritte||symbolic painting
James McNeill Whistler,1883,portrait,482.0,963.0,386124.0,wikiart,사실주의,Arrangement in Black The Lady in the Yellow Buskin,train_and_test,False,67788.jpg,Realism||James McNeill Whistler||portrait
Peter Paul Rubens,,history painting,520.0,898.0,183205.0,wikiart,바로크 양식,Apotheosis of King James I,train_and_test,False,5502.jpg,Baroque||Peter Paul Rubens||history painting
John Ruskin,,landscape,921.0,676.0,602107.0,wikiart,낭만주의,"Houses at Heuchatel, Switzerland",train_and_test,False,64471.jpg,Romanticism||John Ruskin||landscape
Louis Comfort Tiffany,1914.0,design,537.0,537.0,165681.0,wikiart,아르누보,Vase. Night-blooming cereus and Queen Anne's lace ,train_and_test,False,92966.jpg,Art Nouveau (Modern)||Louis Comfort Tiffany||design
Anthony van Dyck,,portrait,739.0,993.0,397414.0,wikiart,바로크 양식,Queen Henrietta Maria,train_and_test,False,71967.jpg,Baroque||Anthony van Dyck||portrait
John Jackson,,portrait,759.0,944.0,67289.0,wikiart,로코코 양식,"Charles Grey (1764–1845), 2nd Earl Grey",test_only,False,21631.jpg,Rococo||John Jackson||portrait
Alfred Sisley,1884,landscape,728.0,903.0,219367.0,wikiart,인상주의,"A Corner of the Roches Courtaut Woods, June",train_and_test,False,70305.jpg,Impressionism||Alfred Sisley||landscape
Theodor Severin Kittelsen,,sketch and study,1981.0,881.0,93361.0,wikiart,사실주의,Sleeping Pig,train_and_test,False,8276.jpg,Realism||Theodor Severin Kittelsen||sketch and study
Vasile Kazar,1985.0,figurative,800.0,833.0,195215.0,wikiart,표현주의,Untitled,train_and_test,False,34530.jpg,Expressionism||Vasile Kazar||figurative
Nicholas Roerich,1919,design,1024.0,705.0,152806.0,wikiart,아르누보,Polovtsian camp,train_and_test,False,67713.jpg,Art Nouveau (Modern)||Nicholas Roerich||design
Edgar Degas,c.1876,portrait,1014.0,840.0,116456.0,wikiart,인상주의,"Henri De Gas and His Neice, Lucie Degas",train_and_test,False,98099.jpg,Impressionism||Edgar Degas||portrait
Isaac Levitan,1889,landscape,1000.0,620.0,83552.0,wikipedia,사실주의,Volga,train_and_test,False,88684.jpg,Realism||Isaac Levitan||landscape
