artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Vasile Dobrian,1986.0,abstract,550.0,474.0,89486.0,wikiart,Abstract Expressionism,Hypostasis,train_and_test,True,63761.jpg
Mark Tobey,1974,abstract,1400.0,1122.0,366662.0,wikiart,Abstract Expressionism,The Awakening-Night,train_only,True,47364.jpg
Robert Goodnough,2005.0,abstract,484.0,480.0,204913.0,wikiart,Abstract Expressionism,Release,train_and_test,False,3884.jpg
George Stefanescu-Ramnic ,1978,symbolic painting,629.0,800.0,627878.0,wikiart,Abstract Expressionism,Harlequin,train_and_test,True,32751.jpg
Helen Frankenthaler,1951,abstract,800.0,551.0,154788.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,41914.jpg
Sam Francis,1987,abstract,596.0,500.0,99815.0,wikiart,Abstract Expressionism,Evergreen Licks,train_and_test,True,83530.jpg
John Hoyland,1977.0,abstract,928.0,990.0,114056.0,wikiart,Abstract Expressionism,Saracen,train_and_test,False,66662.jpg
Howard Mehring,1958,abstract,570.0,286.0,33604.0,wikiart,Abstract Expressionism,Japanese Composition,train_and_test,False,97057.jpg
Walasse Ting,1960.0,animal painting,605.0,480.0,283049.0,wikiart,Abstract Expressionism,Abstract with Bird,train_and_test,True,83847.jpg
Sam Francis,1990,abstract,317.0,501.0,45551.0,wikiart,Abstract Expressionism,Untitled Composition (Lembark 285),train_and_test,True,69293.jpg
Anne Ryan,1946.0,abstract,550.0,465.0,201503.0,wikiart,Abstract Expressionism,Personal World,train_only,True,29380.jpg
Conrad Marca-Relli,,abstract,381.0,453.0,109783.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,48248.jpg
Kazuo Shiraga,1963.0,abstract,750.0,606.0,230408.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,78836.jpg
Sam Francis,1984,abstract,373.0,500.0,40120.0,wikiart,Abstract Expressionism,Untitled (L. I48; SFE-015),train_and_test,True,91794.jpg
Manabu Mabe,1972.0,abstract,570.0,523.0,181981.0,wikiart,Abstract Expressionism,Untitled,train_only,True,63692.jpg
Kazuo Nakamura,1957.0,abstract,720.0,595.0,157514.0,wikiart,Abstract Expressionism,Into Space 3,train_only,True,48087.jpg
Joan Mitchell,1969,abstract,599.0,850.0,220505.0,wikiart,Abstract Expressionism,Sunflower III,train_and_test,True,20361.jpg
Sam Francis,1964,abstract,423.0,570.0,194079.0,wikiart,Abstract Expressionism, Upper Yellow II (Lembark L73),train_and_test,False,45422.jpg
Clyfford Still,1945,abstract,363.0,475.0,39515.0,wikiart,Abstract Expressionism,1945-H,train_only,True,51253.jpg
Richard Pousette-Dart,1948,abstract,487.0,553.0,127620.0,wikiart,Abstract Expressionism,"The Atom, One World",train_and_test,True,16305.jpg
Perle Fine,1959,abstract,503.0,391.0,32314.0,wikiart,Abstract Expressionism,The Big Splash (aka Tantrum I),test_only,False,25097.jpg
Morris Louis,1949.0,figurative,1400.0,1104.0,501332.0,wikiart,Abstract Expressionism,Untitled D 233a,train_and_test,True,18899.jpg
Hannelore Baron,1987,abstract,567.0,400.0,86099.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,53238.jpg
Hassel Smith,1959,abstract,730.0,502.0,49711.0,wikiart,Abstract Expressionism,Untitled,train_only,True,23776.jpg
Jay DeFeo,1979,abstract,490.0,740.0,75760.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,25219.jpg
Giorgio Cavallon,1963,abstract,526.0,640.0,46684.0,wikiart,Abstract Expressionism,GC53,train_only,True,98517.jpg
Perle Fine,1958,abstract,640.0,479.0,236195.0,wikiart,Abstract Expressionism,Surfscape #3,test_only,False,4841.jpg
Joan Mitchell,1967,abstract,593.0,850.0,294551.0,wikiart,Abstract Expressionism,My Landscape II,train_and_test,True,21012.jpg
Gandy Brodie,1956.0,still life,550.0,480.0,105186.0,wikiart,Abstract Expressionism,Reflection of lonely objects,train_and_test,False,13573.jpg
rot,1972,abstract,1024.0,1429.0,918590.0,wikiart,Abstract Expressionism,Komposition,train_only,True,98966.jpg
Myron Stout,1946.0,abstract,512.0,336.0,109593.0,wikiart,Abstract Expressionism,Untitled,train_only,True,80292.jpg
Alfred Jensen,1959,abstract,640.0,498.0,133759.0,wikiart,Abstract Expressionism,Spanish Door Design Purple,train_and_test,True,50937.jpg
Alfred Jensen,1960,abstract,366.0,480.0,179010.0,wikiart,Abstract Expressionism,Magic 14,train_and_test,False,45954.jpg
Sam Francis,,abstract,570.0,570.0,283988.0,wikiart,Abstract Expressionism,Bouquet,train_and_test,True,71653.jpg
William Baziotes,1961,abstract,490.0,415.0,43951.0,wikiart,Abstract Expressionism,Aquatic,train_and_test,True,14642.jpg
Mathias Goeritz,1967.0,abstract,400.0,398.0,83011.0,wikiart,Abstract Expressionism,Message (Mensaje),test_only,False,90096.jpg
Sam Francis,1978,abstract,512.0,344.0,187584.0,wikiart,Abstract Expressionism,Limb (SF78-095),train_and_test,True,92608.jpg
Theodoros Stamos,1978.0,abstract,353.0,480.0,42183.0,wikiart,Abstract Expressionism,"Infinity Field, Lefkada Series #2",train_and_test,True,84820.jpg
Anne Ryan,1953.0,,534.0,556.0,114755.0,wikiart,Abstract Expressionism,Number 650,train_only,True,32021.jpg
Adja Yunkers,1952.0,symbolic painting,590.0,800.0,478394.0,wikiart,Abstract Expressionism,The Bird Lover,train_and_test,False,13009.jpg
Henri Matisse,1952,nude painting (nu),1122.0,1437.0,153516.0,wikiart,Abstract Expressionism,Blue Nude II,train_and_test,True,92965.jpg
Sam Francis,1976,abstract,570.0,369.0,161823.0,wikiart,Abstract Expressionism,Untitled (SF76-176),train_and_test,True,64690.jpg
Kazuo Nakamura,1955.0,abstract,800.0,1096.0,271023.0,wikiart,Abstract Expressionism,Inner View #3,train_only,True,75599.jpg
Sam Francis,1972,abstract,416.0,512.0,211505.0,wikiart,Abstract Expressionism,Untitled (SF72-027),train_and_test,True,54974.jpg
Conrad Marca-Relli,1958,abstract,570.0,570.0,355112.0,wikiart,Abstract Expressionism,The Intrigue,train_and_test,True,63933.jpg
Hans Hofmann,1964,abstract,550.0,480.0,123814.0,wikiart,Abstract Expressionism,The Clash,test_only,False,68127.jpg
Dan Christensen,1968.0,abstract,375.0,480.0,69671.0,wikiart,Abstract Expressionism,Chevade,train_and_test,False,53482.jpg
Horia Bernea,1976.0,figurative,550.0,582.0,116638.0,wikiart,Abstract Expressionism,Prapor IV,train_and_test,True,88107.jpg
Avigdor Arikha,1955.0,religious painting,454.0,570.0,235760.0,wikiart,Abstract Expressionism,David Playing Before Shaul,train_and_test,True,88477.jpg
Richard Diebenkorn,,abstract,1265.0,1517.0,297106.0,wikiart,Abstract Expressionism,Berkeley No. 33,train_and_test,True,60469.jpg
Victor Pasmore,1975.0,abstract,640.0,431.0,69626.0,wikiart,Abstract Expressionism,Grey Symphony,test_only,False,98092.jpg
Raoul Ubac,1972.0,abstract,431.0,500.0,102536.0,wikiart,Abstract Expressionism,130,train_and_test,False,38532.jpg
Perle Fine,1961,abstract,519.0,500.0,53809.0,wikiart,Abstract Expressionism,A Near Distance,test_only,False,82086.jpg
Sam Francis,1990,abstract,428.0,570.0,129985.0,wikiart,Abstract Expressionism,Untitled (SF 90-342),train_and_test,False,28010.jpg
Richard Pousette-Dart,1946,abstract,554.0,360.0,168354.0,wikiart,Abstract Expressionism,Untitled ,train_and_test,False,33869.jpg
Louis Schanker,1954.0,abstract,570.0,445.0,297525.0,wikiart,Abstract Expressionism,Circle Image No. 25,train_and_test,True,55223.jpg
Hans Hofmann,1950,abstract,500.0,588.0,108263.0,wikiart,Abstract Expressionism,Untitled,test_only,False,93130.jpg
George Stefanescu-Ramnic ,1999,symbolic painting,1000.0,800.0,901375.0,wikiart,Abstract Expressionism,Prayer,train_and_test,True,94656.jpg
Sam Francis,,abstract,998.0,654.0,164050.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,47984.jpg
Cy Twombly,1951.0,abstract,600.0,480.0,204555.0,wikiart,Abstract Expressionism,Zyig ,train_and_test,True,47779.jpg
Sam Francis,1963,abstract,420.0,570.0,274698.0,wikiart,Abstract Expressionism, Untitled (from Pasadena Box) (Lembark L59),train_and_test,True,48066.jpg
George Stefanescu-Ramnic ,1997,nude painting (nu),1010.0,800.0,265641.0,wikiart,Abstract Expressionism,Nude,train_and_test,True,34618.jpg
Manabu Mabe,1976.0,abstract,500.0,455.0,70334.0,wikiart,Abstract Expressionism,Vozes,train_only,True,91627.jpg
Henri Matisse,,abstract,1717.0,1726.0,276682.0,wikiart,Abstract Expressionism,not identified,train_and_test,True,53003.jpg
Mark Tobey,1948,abstract,453.0,346.0,58894.0,wikiart,Abstract Expressionism,Geography of Phantasy,train_only,True,82269.jpg
Sam Francis,1993,abstract,327.0,512.0,237989.0,wikiart,Abstract Expressionism, Untitled (SF 358),train_and_test,True,103202.jpg
Richard Diebenkorn,,abstract,1137.0,2002.0,297770.0,wikiart,Abstract Expressionism,Sausalito,train_and_test,True,80373.jpg
Mark Tobey,1943,genre painting,908.0,1400.0,186960.0,wikiart,Abstract Expressionism,Fish Market (Seattle Market Scene Sketch),train_only,True,40800.jpg
Hans Hofmann,1954,abstract,520.0,418.0,40378.0,wikiart,Abstract Expressionism,Abstraction in White,test_only,False,82202.jpg
William Scott,1962,abstract,944.0,800.0,103045.0,wikiart,Abstract Expressionism,Orange and White,train_and_test,True,37648.jpg
Theodoros Stamos,1985.0,abstract,459.0,480.0,142453.0,wikiart,Abstract Expressionism,"Infinity Field, Jerusalem Series, 3rd Letter",train_and_test,True,98263.jpg
Gandy Brodie,,still life,570.0,425.0,109727.0,wikiart,Abstract Expressionism,Onions and Pineapples,train_and_test,True,9394.jpg
Kenzo Okada,,abstract,371.0,500.0,74281.0,wikiart,Abstract Expressionism,Stream,train_and_test,True,61269.jpg
Lee Krasner,1962,abstract,374.0,500.0,105305.0,wikiart,Abstract Expressionism,Summer Play,train_only,True,61661.jpg
Blinky Palermo,1970.0,abstract,600.0,583.0,109728.0,wikiart,Abstract Expressionism,Ohne Titel (mit rotem Strich),train_and_test,True,51229.jpg
William Congdon,1954,abstract,944.0,844.0,117149.0,wikiart,Abstract Expressionism,"India, Temples No.1 (Sri Ranganathaswamy Temple, Tiruchirapalli)",train_and_test,False,73701.jpg
Conrad Marca-Relli,1955,abstract,500.0,383.0,74206.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,23186.jpg
Vasile Dobrian,,animal painting,550.0,420.0,60542.0,wikiart,Abstract Expressionism,The Fish,train_and_test,False,42986.jpg
William Congdon,1955,cityscape,562.0,458.0,109678.0,wikiart,Abstract Expressionism,Notre Dame,train_and_test,True,46357.jpg
Joan Mitchell,1964,abstract,649.0,850.0,206316.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,100980.jpg
Cy Twombly,1984.0,abstract,650.0,542.0,245648.0,wikiart,Abstract Expressionism,Hero and Leandro (A Painting in Four Parts) Part I,train_and_test,False,89110.jpg
Helen Frankenthaler,2001,abstract,440.0,560.0,105897.0,wikiart,Abstract Expressionism,Solar Imp,train_and_test,True,49432.jpg
William Congdon,1954,abstract,944.0,728.0,115584.0,wikiart,Abstract Expressionism,"India, Temples No.2 (Sri Ranganathaswamy Temple, Tiruchirapalli)",train_and_test,True,97859.jpg
Esteban Vicente,1988,abstract,445.0,340.0,54591.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,32411.jpg
Myron Stout,,abstract,500.0,402.0,31068.0,wikiart,Abstract Expressionism,Untitled #2 (1947-1949),train_only,True,87673.jpg
Joan Mitchell,1981,abstract,1200.0,463.0,243556.0,wikiart,Abstract Expressionism,Edrita Fried,train_and_test,True,34437.jpg
A Thousand Roots Did Die With Thee,1963,abstract,1024.0,853.0,151551.0,wikiart,Abstract Expressionism,To J.F.K.,test_only,False,16116.jpg
Walasse Ting,1973.0,abstract,800.0,533.0,102625.0,wikiart,Abstract Expressionism,Fireworks,train_and_test,True,97696.jpg
Sam Francis,1963,abstract,500.0,372.0,137834.0,wikiart,Abstract Expressionism, Another Disappearance,train_and_test,True,68824.jpg
Sam Francis,1977,abstract,570.0,424.0,218757.0,wikiart,Abstract Expressionism,Concert Hall Set III (SF-232),train_and_test,True,1387.jpg
Esteban Vicente,1977,abstract,462.0,338.0,31508.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,54289.jpg
Abidin Dino,,flower painting,300.0,505.0,21142.0,wikiart,Abstract Expressionism,Flower,train_and_test,False,24244.jpg
Sam Francis,1992,abstract,449.0,620.0,66772.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,57544.jpg
Friedel Dzubas,1959.0,abstract,586.0,720.0,501301.0,wikiart,Abstract Expressionism,Omen,train_and_test,True,9470.jpg
Vasile Dobrian,,abstract,440.0,550.0,43731.0,wikiart,Abstract Expressionism,A Perfumed Gale of the Autumn Is All That's Left in My Memory (from the Autumn series),train_and_test,True,25173.jpg
Clyfford Still,1949,abstract,370.0,480.0,159937.0,wikiart,Abstract Expressionism,1949 No. 1,train_only,True,48363.jpg
Hassel Smith,1961,abstract,510.0,510.0,81197.0,wikiart,Abstract Expressionism,2 to the Moon,train_only,True,60260.jpg
Sam Francis,1951,abstract,338.0,570.0,44433.0,wikiart,Abstract Expressionism,White,train_and_test,True,10747.jpg
Richard Pousette-Dart,1992,abstract,483.0,480.0,112637.0,wikiart,Abstract Expressionism,From the Edge of Darkness ,train_and_test,True,17773.jpg
Kazuo Shiraga,1970.0,abstract,529.0,800.0,118225.0,wikiart,Abstract Expressionism,Work,train_and_test,True,90704.jpg
Sam Francis,1982,abstract,315.0,570.0,190008.0,wikiart,Abstract Expressionism,Decent,train_and_test,True,75676.jpg
Jock Macdonald,1958.0,abstract,514.0,575.0,181564.0,wikiart,Abstract Expressionism,Legend of the Orient,train_and_test,True,46177.jpg
Sam Francis,1963,abstract,443.0,570.0,273395.0,wikiart,Abstract Expressionism,Untitled (from Pasadena Box) (Lembark L57),train_and_test,True,72063.jpg
Jackson Pollock,1953.0,figurative,767.0,1113.0,153739.0,wikiart,Abstract Expressionism,Easter and the Totem,train_and_test,True,77659.jpg
Abidin Dino,1961.0,abstract,562.0,672.0,142412.0,wikiart,Abstract Expressionism,Antibes,train_and_test,True,102277.jpg
Helen Frankenthaler,1978,abstract,380.0,550.0,93075.0,wikiart,Abstract Expressionism,Bronze Smoke,train_and_test,True,71187.jpg
Hedda Sterne,1973,abstract,461.0,480.0,18035.0,wikiart,Abstract Expressionism,Tondo,train_and_test,True,42871.jpg
Joan Mitchell,1976,abstract,989.0,695.0,354966.0,wikiart,Abstract Expressionism,Weeds,train_and_test,False,102950.jpg
Joan Mitchell,1962,abstract,903.0,600.0,251521.0,wikiart,Abstract Expressionism,Grandes Carrières,train_and_test,False,33759.jpg
Hans Hofmann,1958,abstract,1500.0,1942.0,475859.0,wikiart,Abstract Expressionism,Bird Cage Variation II,test_only,False,1356.jpg
Jose Guerrero,1973.0,abstract,422.0,570.0,77031.0,wikiart,Abstract Expressionism,Esquinas,train_only,True,87863.jpg
Philip Guston,1950,abstract,1500.0,1181.0,212468.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,56493.jpg
Alfred Jensen,1961,abstract,640.0,319.0,207405.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,34335.jpg
Richard Diebenkorn,,abstract,1810.0,1517.0,327194.0,wikiart,Abstract Expressionism,Untitled 'M,train_and_test,False,60053.jpg
Betty Parsons,,abstract,570.0,413.0,101780.0,wikiart,Abstract Expressionism,Untitled (Abstraction),train_and_test,True,32702.jpg
Joan Mitchell,1956,abstract,746.0,850.0,305797.0,wikiart,Abstract Expressionism,Hemlock ,train_and_test,True,25958.jpg
Wolfgang Paalen,,abstract,550.0,550.0,121844.0,wikiart,Abstract Expressionism,Les cosmogones (Stage),train_only,True,33703.jpg
Sam Francis,1959,abstract,720.0,620.0,231976.0,wikiart,Abstract Expressionism,Round the World,train_and_test,True,27482.jpg
Lee Krasner,1966,abstract,1600.0,871.0,421219.0,wikiart,Abstract Expressionism,Gaea,train_only,True,75511.jpg
John Cage,1989.0,abstract,906.0,1167.0,179100.0,wikiart,Abstract Expressionism,75 Stones,test_only,False,92746.jpg
Pol Bury,1960,abstract,468.0,480.0,93761.0,wikiart,Abstract Expressionism,Ponctuation lumineuse,train_only,True,101149.jpg
Manabu Mabe,1977.0,abstract,570.0,570.0,139736.0,wikiart,Abstract Expressionism,Sorriso,train_only,True,70819.jpg
Brett Whiteley,1961.0,abstract,512.0,515.0,135725.0,wikiart,Abstract Expressionism,Untitled Warm Painting,train_and_test,False,92519.jpg
Friedel Dzubas,1957.0,abstract,613.0,459.0,109701.0,wikiart,Abstract Expressionism,Red Flight,train_and_test,True,56709.jpg
Theodoros Stamos,1983.0,abstract,858.0,916.0,756001.0,wikiart,Abstract Expressionism,"Infinity Field, Jerusalem Series",train_and_test,False,37418.jpg
John Ferren,1952.0,abstract,570.0,459.0,152857.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,89881.jpg
Jimmy Ernst,1952,abstract,529.0,480.0,80030.0,wikiart,Abstract Expressionism,Lookscape,train_only,True,24235.jpg
Gebre Kristos Desta,1974.0,flower painting,550.0,276.0,189246.0,wikiart,Abstract Expressionism,Flowers No. 4,train_and_test,True,78596.jpg
John Cage,1988.0,abstract,1500.0,757.0,142034.0,wikiart,Abstract Expressionism,"New River Watercolor, Series I, #5",test_only,False,29684.jpg
Hans Hofmann,1965,abstract,534.0,661.0,148028.0,wikiart,Abstract Expressionism,Profound Longing,test_only,False,45690.jpg
Lee Krasner,1972,abstract,534.0,633.0,82181.0,wikiart,Abstract Expressionism,Rising Green,train_only,True,95851.jpg
Lee Krasner,1947,abstract,520.0,435.0,92421.0,wikiart,Abstract Expressionism,Shellflower,train_only,True,16156.jpg
Jackson Pollock,1943.0,,973.0,1024.0,666085.0,wikiart,Abstract Expressionism,The Moon-Woman Cuts the Circle,train_and_test,True,10792.jpg
Dan Christensen,1974.0,abstract,448.0,768.0,50527.0,wikiart,Abstract Expressionism,Shale,train_and_test,False,28342.jpg
Jose Guerrero,1955.0,abstract,262.0,600.0,39909.0,wikiart,Abstract Expressionism,Aurora Ascendente,train_only,True,64787.jpg
Cy Twombly,1952.0,abstract,600.0,485.0,237162.0,wikiart,Abstract Expressionism,Untitled  ,train_and_test,False,98996.jpg
Friedel Dzubas,1959.0,abstract,551.0,652.0,40351.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,11727.jpg
M.F. Husain,1964.0,landscape,570.0,569.0,319244.0,wikiart,Abstract Expressionism,Red Landscape,train_and_test,True,78894.jpg
Clarence Holbrook Carter,1969.0,abstract,443.0,600.0,65033.0,wikiart,Abstract Expressionism,Teal Mandala ,train_and_test,True,54659.jpg
Richard Pousette-Dart,1979,abstract,500.0,378.0,59707.0,wikiart,Abstract Expressionism,Light Gathers to the Question of No,train_and_test,True,73398.jpg
Richard Diebenkorn,,abstract,1241.0,1575.0,257520.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,46680.jpg
William Scott,1956,nude painting (nu),800.0,476.0,39681.0,wikiart,Abstract Expressionism,Reclining Nude (Red Nude),train_and_test,False,15339.jpg
Leo Valledor,1958,abstract,710.0,700.0,57074.0,wikiart,Abstract Expressionism,Whose Blues,train_only,True,25163.jpg
Mark Rothko,1947,abstract,425.0,573.0,66568.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,90004.jpg
Terry Frost,1979.0,abstract,1159.0,1536.0,62199.0,wikiart,Abstract Expressionism,"Umea, Sweden",train_and_test,True,1566.jpg
Frederick Hammersley,1954,abstract,571.0,480.0,203143.0,wikiart,Abstract Expressionism,Chinese Toys,train_and_test,True,65331.jpg
Hans Hofmann,1962,abstract,1359.0,1026.0,592367.0,wikiart,Abstract Expressionism,Love Poem,test_only,False,71682.jpg
Hans Hofmann,1949,abstract,410.0,470.0,52106.0,wikiart,Abstract Expressionism,Yellow Predominance,test_only,False,13286.jpg
Mark Rothko,1949,abstract,790.0,800.0,146583.0,wikiart,Abstract Expressionism,No. 21,train_and_test,True,40225.jpg
Avigdor Arikha,1958.0,abstract,398.0,512.0,103324.0,wikiart,Abstract Expressionism,Faces No.5,train_and_test,True,78266.jpg
